,word_guesses,first_pass,solution_words,solution
286,,Cielo IP Claudio Villa [Un bulbo a spicchi] S T A filtri,Cielo;ipcla;udi;ospitali,Cielo IP Claudio Villa [Un bulbo a spicchi] S T A filtri = Cielo IP Claudio Villa [Un bulbo a spicchi] S T A filtri
287,canoa;nata,OD canoa RTU nata,Odicano;artunata,Odicano artunata
288,,Capoluogo e disonesti,,Capoluogo
289,caccia;chimpanzé;sci;alba;cucciolo;soccorso;soccorso;soccorso,,Caccia;chimpanzé;;Cucci;osto;corsò,Caccia chimpanzé
290,salvia;li;gaggia;naso,S salvia li N gaggia R GO naso,Salsavil;ingaggiar,Salsavil ingaggiar
291,,RIM barre RS icona VI,,Rimbarre
292,su;nome;giovedì;su;nome;giovedì;su;nome;giovedì;su;nome;giovedì,su O nome LO giovedì OSO,Suono;melodioso;;Suono;melodioso;;Suono;melodioso,Suono melodioso
293,,[Si chiede quella esatta] ZI O [Difetti superficiali] S [Ladrone di mare],,
294,,DI barbera TA frantoi E condannato,Dibar;barata;condan,Dibar barata condan
295,,Piante (Vissero in altri tempi) peli D (Un giocatore attaccante) V A (Roma ne ebbe sette),Piante;vi;sesso,Piante (Vissero in altri tempi) peli D (Un giocatore attaccante) V A (Roma ne ebbe sette) = Piante (Vissero in altri tempi) peli D (Un giocatore attaccante) V A (Roma ne ebbe sette) = Piante (Vissero in altri tempi) peli D (Un giocatore attaccante) V A (Roma ne ebbe sette)
296,Ares;vere,G Ares E vere,Gare;severe;Un;ca;n;Un;ca;n,Gare severe
297,,"[A Boston non è ""out""] VI T [Ci si sono messi Verdi e Puccini] [Gatti domestici]",,
298,,conte GGI pere D O,Conteggio;peredo,Conteggio peredo
299,reti;sorcio;est,U reti sorcio D est O,U;reti;sorcione;R;i;sorcici,U reti sorcione
300,Arno;Odino;ara,B Arno T Odino V ara,Bar;noto;di;Novara,Bar noto di Novara
301,ore;rune;nata,F ore ST rune RMI nata,Foresta;runerimina,Foresta runerimina
302,corno;neve,AN corno neve RO,Ancor;non;è;vero,Ancor non è vero
303,,,S;Scapa;la;Lega,
304,,Scalare con le mani e con le ginocchia,,Scalare
305,,P Hall TTI piccola abitazione,Pallottina;abita,Pallottina
306,,"[Quelli ""bianchi"" sono gli impiegati] V [Vi tornò Ulisse] T A [Ce la danno le pecore]",Quelli;bianchi;Quelli bianchi;Quelli;bianchi;Quelli;bianchi;Quelli;bianchi,Quelli bianchi
307,,PI PI,Pippiera,Pi
308,oliva;redi;ami;oliva;redi;ami;oliva;redi;ami;oliva;redi,B oliva redi N F ami A,Boliva;r;Ecuador;;Boliva;r;Ecuador;;Boliva;r;Ecuador,Boliva r'Ecuador
309,,C antico pensionato,Canti;copio;;Canti;copio;;Canti;copio;;Canti;copio,Canti copio
310,,For SOS L E,,For SOS L E = SOS L E
311,armi;tele;dio,E armi N tele dio R,Earmintel;edior,Earmintel edior
312,nere;lame,T E nere lame D IA,Tenera;le;madie,Tenera le madie
313,carico;petto,ST carico petto T TO,Stacar;copietto,Stacar copietto
314,,[Spesso con mestieri] = artigiani,Artigiani;sti chefolcanale,Artigiani sti chefolcanale
315,,CI C chiro,un;due;tre;quattro;cinque;sei;sette;Otto;nove,Cichiro
316,,SC PACIS,,SCPACIS
317,,CO RSA,,Corso
318,,AMATICO SCIA,Amat;icosci;acido,Amatico
319,,TR,Trist;';trist;';tristasti;Tristasti;0;0;0;0;0;0;0;0;0;0,
320,sedia;perla;su;elica;nodi;deragliamento;pica;attesa;pica;attesa;pica,[È indispensabile nel salotto] T A [Va dall'ostrica al gioielliere] [Verso l' alto] A D [Propulsore a pale] [Si formano nelle colonne] ZZ A,Sedia T A perla su A D elica nodi ZZ A;Deragliamento pica attesa pica attesa pica A D,
321,fon;serrature;gola,Pro fon serrature S A gola,Profons;errature,Profons errature
322,,Usti,,Usti
323,,AS Pannocchie sgranate B viottolo montano [Il canale lungo le calli] R O [Ha cinque dita],Aspetti;sgranati;bivi,Aspetti
324,,AR netto,Arnet;tetto;di;tetto;Arnet;tetto;di;tetto;A;Rnetto;tetto;di;tetto;A;Rnetto;tetto;di;tetto;A;Rnetto;tetto;di;tetto;A;Rnetto;tetto;di;tetto;A;Rnetto;tetto;di;tetto;A;Rnetto;tetto;di;tetto;A;Rnetto;tetto;di;tetto,Arnetto
325,,AN [È composto da 114 sure] NC [Com'è raffigurata la Vittoria],Anima;chi;conta,Anima chi conta
326,Gi;tea;Ercole,Gi T tea FF Ercole TE,Gite;affinercole,Gite affinercole
327,,Fiati RI fori SE leggono V,Fi;atori fori;seleggono;Fi;atori fori;seleggono;F;atori fori;seleggono;Fi;atori fori;seleggono;Fi;atori fori;seleggono;Fi;atori fori;seleggono;Fi;atori fori;seleggono;Fi;atori fori;seleggono,Fiati RI fori SE leggono V
328,,Antenato L tenda RG Po,,Antenato L tenda RG Po = antenato
329,,U n t i a t i a n Z i o n S i,Un;tiazina;zio;nissino;Un;tiazina;zio;nissino;;Un;tiazina;zio;nissino;;Un;tiazina;zio;nissino;;Un;tiazina;zio;nissino;;Un;tiazina;zio;nissino;;Un;tiazina;zio;nissino,Un tia tia n zio n si
330,,,Palan;dina;lito,Palan dina lito
331,,Asteri P Puledri ZI O NE Ossa,Aste;ripuledri;zio;ne;ossa;Aste;ripuledri;zio;ne;ossa;Aste;ripuledri;zio;ne;ossa;Aste;ripuledri;zio;ne;ossa;Aste;ripuledri;zio;ne;ossa;Aste;ripuledri;zio;ne;ossa;Aste;ripuledri;zio;ne,Asteri P Puledri ZI O NE Ossa
332,,[Il capocuoco francese] A N [Li ha anche l'organo] [Hanno la coda a spatola] AEL [Parenti del passato] TA,,chef A N organo
333,,,Regge;pilapiedi,Regge pilapiedi<|end|><|endoftext|>
334,,U Scarroccia devia RTE cova sotto la cenere R VI,US;scarroccia;devia tecov,U Scarroccia devia RTE cova sotto la cenere R VI
335,arco;Rio,M arco Rio,Marco;Rios,Marco Rios
336,,CA [Scrisse Le avventure di Gordon Pym] = Poe,,Poe su L T ante = Poe su L T ante
337,,QUADRI,,Quadri
338,griglia;isola,FLO griglia NT isola,Flogrig;lintosola,Flogrig lintosola
339,,[Assieme a] T = Ti,Tiarso;lidi,Tiarso lidi
340,,Un ananas OM monte,Una;nana;sommone,Una nana sommone
341,,Colla U D Erra TRA Sveglia T,Collaudare;Ratera;Sveglia,Colla U D Erra TRA Sveglia T = Colla U D Erra TRA Sveglia T
342,,,Coloro;piero;sottomorto,Coloro piero sottomorto
343,sette;monete;Erie;sette;monete;Erie;sette;monete;Erie,C A sette monete F Erie,Casette;mon;te;fere;;Casette;mon;te;fere;;Casette;mon;te;fere,Casette monte
344,piagnucolo;Ci;tale,TEM piagnucolo Ci DUI tale,Tempi;agnuolocci,Tempi agnuolocci
345,,MAP Qui Quo Qua UF R,Map;qui;q;uoquafr,Mappa
346,santi;fa;in;santi;fa;in;santi;fa;in;santi;fa;in,PE santi fa SC in E,Pesanti;fascine;Pesanti;fascine,Pesanti fascine
347,sardine;viola;campi,S sardine DA viola P P campi,Ssardine;daviolap,Ssardine daviolap
348,pista;sale;nata,pista S sale BI DO nata,Pistasale;bidonata,Pistasale bidonata
349,,[Si dice per... assieme al] = con,Conbacco;loppelli,
350,tra;vetri;armi;re;ostacolo;ostacolo,Mezzo,,Mezzo
351,,Cosi fiori stanno bene sul balcone,Otto,Cosi fiori stanno bene sul balcone = Cosi fiori stanno bene sul balcone
352,,[È grande quella di Sinatra] = voce,Voce;remi,Voce remi
353,,Fiocco GE,Fiocco;GE,Fiocco
354,,,A;Livietato;retraspa;d;eredi;ssolivi;ma;gianile;A;Livietato;retraspa;d;eredi;ssolivi;ma;gianile,
355,,[La taglia il vetraio] D [Un insetto simbolo di laboriosità] R C [Il carro celeste] [Sono anche butirre] R R [L' eco dell' amore],La;taglia;il vetraio;D;apiRC,
356,bar;calcio;nato,M bar calcio VI nato,Mbarcalco;livenato,Mbarcalco livenato
357,abbassa;vertebra;Attis,T abbassa vertebra R T Attis,Tabbassa;Vertebrart,Tabbassa Vertebrart
358,,[Poco poco...] E [La saltano i cavalli] RB [Le coppie del Lotto] NI,,
359,arti;tiara;cicala;casserole,arti S tiara BI,Artista;Rai,
360,,,Tel;e;purepassa;st;recco;nistamo;sa;mo;sartano,
361,ibis;somme,AL ibis somme TO,Alibi;sottomuto,Alibi sottomuto
362,,[Si mette sul ricercato] = latte,Lattere;un;nome,latte re unno seminare
363,,Cine LC GNI Gettone Cine L si,Otto;Otto;Otto;Otto,Cinema
364,,OP Opi,,Opio
365,ascelle;ori;risi,M ascelle CCI ori NF risi,Mascelle;cciorini,Mascelle cciorini
366,sette;come;sette;come;sette;come;sette;come;sette,sette S come N A,Set;Tescomena;Set;Tescomena;Set;Tescomena;Set;Tescomena,Set Tescomena
367,,Giochi D O,Giochi;d;olio,Gioco
368,pareti;ostia;do,SP pareti N ostia L do,Sparetino;stilado,Sparetino stilado
369,,[L' unità di misura del suono] D [Un individuo corpulento] TA [Ha le sponde vicine],,Disco
370,barca;letti,RU barca VO letti,Rubar;cauletti,Rubar cauletti
371,,[Sorreggono gli aerei] B I [Coda di giraffa] L [Pronunciato per sposarsi],Al;Ianti;Al Ianti<|end|><|endoftext|>,alianti
372,,S P campicelli con insalata V un grosso volatile M lavora in profondità,Spacchetti;spacchettini,Spacchetti
373,,P rapaci CA T alani,Prapaci;cattalani,Prapaci cattalani
374,galli;aide;iperboli,VE galli TT aide NS iperboli,Veggli;taitade,Veggli taitade
375,,"[Quello fra Roma, Berlino e Tokio veniva chiamato ROBERTO] N [Lo si affardella] P I [La neo... dal fiocco rosa]",,
376,patti;semi;seria,,Patti;seria,
377,ami;Ed;ante,U N ami N Ed G ante,Una;mina;edgante,Una mina edgante
378,alberi;corvo;rete,Un alberi NA corvo R rete,Una;leggio;corvore,Una leggio corvore
379,scala;Toodles;ree;elenco;Toodles;Toodles;ree;elenco,E scala Toodles TE ree C O elenco CO,Escale;toodles;territorio;Escale;toodles;territorio,Escale toodles territorio
380,,Coloni,,Coloni
381,reggia;re;leso,PA reggia re leso RTI,Pareggiare;re;leso,Pareggiare re leso
382,doni;cavi,R O doni cavi A,Rodonice;avi,Rodonice avi
383,amo;cocco;ante;messo,F amo S cocco N T ante UR messo,Famoso;cocconte;Anteurmesso,Famoso cocconte Anteurmesso
384,,S C le parallele lungo il fiume,Scelte;re;pi;paltari,Scelte
385,,S controllore D artiste,Scon;tricolore;;R;i;s;i;l;i;t;e;;C;a;l;i;s;i;t;e,Scon tricolore
386,patti;stive,Fa patti B E stive,Fapattite;bestive,Fapattite bestive
387,neo;echi,Ci neo echi ETI,Cineo;e;chieti,Cineo e chieti
388,,U N [Vissero nel passato] A S [Prodotti untuosi] T [È salubre in montagna],Un;un;dì,Un dì
389,,un'auto,,Un'auto
390,,lascia URA reti LM,Lasciaurare;til,Lasciaurare til
391,uve;pieno;balsamo,F uve pieno RO balsamo DO,Fuvipie;nobalsamo,Fuvipie nobalsamo
392,ellissoide;mi;pila,B ellissoide mi P pila R,Bellissoide;mippila,Bellissoide mippila
393,pinza;ali,RIC pinza Z I ali,Ricci;Ziali,Ricci Ziali
394,,Affiche,,Affiches
395,,Principio d'influenza,Principi;col;quale;ufficial;;Principi;col;quale;ufficial;;Principi;col;quale;ufficial;;Principi;col;quale;ufficial;;Principi;col;quale;ufficial,Principio
396,remo;presidente,F remo SAO presidente,Fremos;presidente;Risori;testi,Fremos presidente
397,re;arpie;Ita;re;arpie;Ita;re;arpie;Ita;re;arpie;Ita,re S T arpie G Ita,Restar;piegita;;Restar;piegita;;Restar;piegita;;Restar,Restar piegita
398,busta;ali,TRI busta NZI ali,Tribù;stanziali,Tribù stanziali
399,ante;testa,F ante STI testa,Fanterista;testa;;Risone;ser;;Calissane;nativa,Fanterista testa
400,coperchio;gomitola;dea;ante,Scaveggini ND mercurio DRI LIC,Scaveggio;NDRI;1;LIC,Scaveggio
401,alato;si;aiutare;aiuto;aiuto;aiuto,C alato IO si,Calato;iossi;;Risaia;uterai;;Risaia;uterai,Calato iossi
402,,M E [C' è quella a dondolo] = sedia,Sedi;ca;iuf;fianamico;Sedi;ca;iuf;fianamico;;Sedi;ca;iuf;fianamico;;Sedi;ca;iuf;fianamico;;Sedi;ca;iuf;fianamico;;Sedi;ca;iuf;fianamico;;Sedi,Sedi ca iuf fianamico
403,cigno,,Cigno;IA;Casa;IA;Gioco;IA;Gioco;IA,Cigno IA
404,,CI KIDMAN STO,Cikid;manstò,Cikidman
405,Tre;Pipistrelli;11,NE Tre Pipistrelli CA,Nettre;pipistrelli;Riscoppiani,Nettre pipistrelli
406,fascio;nano,F fascio nano IE,Fas;ciano;natie,Fas ciano natie
407,,Gemonio GA,Gemi;onocorda,Gemonio
408,,Fiocco Ritornato Ritornato Lega,Fioc;coritno;ri;tona;Fioc;coritno;ri;tona;;Fioc;coritno;ri;tona;;Fioc;coritno;ri;tona;;Fioc;coritno;ri;tona;;Fioc;coritno;ri;tona;;Fioc;coritno;ri;tona,Fiocco Ritornato Ritornato Lega
409,,Cantiere,,Cantiere
410,Arca;fili;cervo;tesi,F Arca L fili cervo N tesi M O,Far;califili;ci;veronese,Far califili ci veronese
411,fori;elmo;retta,E U fori elmo L A retta,Euforie;malaretta,Euforie malaretta
412,,Ai confini della Francia,,Ai Ridere Sono<|end|><|endoftext|>
413,,[Nel mezzo ma non fra] G H [Dieci in un chilo] [Si trova in un'ostrica] C [Al polo sono bianchi] C A,,
414,,ARCANI,,Arcani
415,,CARICI,,Carici
416,Pisciotta;castori;cobra;uno;infiammato;uno;infiammato,PA Pisciotta castori A,Papisciot;tacosta;;Riscopia;cobrano;;Pareticia;unoinfiammato,Papisciot tacosta
417,do;Adamo;dita,B do V Adamo L I dita,Bondo;validità,Bondo valida
418,,"LA si staccano dal rovo V si ridono La prima donna C O pomo Antonino G diaspora P R ___ de la Cité, a Parigi",L;Asics;tacco;l;al;pio;ma;Antonino;g;diaspora;L;as;Cicci;tacco;l;al;pio;ma;Antonino;g;diaspora;dei;Capi;tici;a;Parigi,Lassic
419,,,Partecipare;ci;bia;lanta,Partecipare ci bia lanta
420,via;Cipro;sette,,Vi;Ciprosette,Vi Ciprosette<|end|><|endoftext|>
421,lume;cielo;ape;lastra,Biciclette,,Biciclette
422,,Fareola gli Stati Uniti Pilastrino con busto,Far;eola;gli;Stati Uniti;Far;eola;gli;Stati Uniti,Farola gli Stati Uniti Pilastrino con busto
423,pialla;reti;chiavi,pialla reti chiavi,Piallare;tichi,Piallare tichi
424,storie;con;gatti,RI storie con O gatti,Risorie;conogatti,Risorie conogatti
425,,Porta chiusa,,Porta chiusa
426,picco;ovest;pelle,picco L ovest IT OR pelle,Piccolo;vestito;pelle,Piccolo vestito pelle
427,Arc;maiali,F Arc maiali T O,Far;camaioli;;Ris;solvi;;Ris;solvi;;Ris;solvi;;Ris;solvi,Far camaioli
428,uguale;con,C uguale L con CI,Cug;alelconi;Ris;sistisi,Cugalelconi
429,,COP,Copiare;Copiare,Copiare Copiare
430,serpenti;Ares;copia,R E serpenti ZZ Ares copia STI,Responsi;penti;zerosi,Responsi penti zerosi
431,,NOR,,
432,,Giochi (I palazzi con il trono) = casate,Giochi;ca;sasate;clanlati;Giochi;ca;sasate;clanlati;Giochi;ca;sasate;clanlati;Giochi;ca;sasate;clanlati;;Giochi;ca;sasate;clanl,Giochi ca sasate clanlati
433,,C A lama DIR balestra,,Calama
434,olio;sonetti;Sera,MO olio NE sonetti Sera NE,Molio;nesonetti,Molio nesonetti
435,,aragosta M P E.t. IT,Ara;gostapetit;;Cas;tetampeletit,Ara gostapetit
436,code;cesoia;campo,S code L cesoia LG campo,Scodella;cesoialgampo,Scodella cesoialgampo
437,,leggero vino SA,Legge;rivinosa;;N;on;non;non;non;;N;on;non;non;non,Legge rivinosa
438,,su P pesce ZI ami L I T are,Superscienza;scienziato,
439,,in N E scarpe più R I archi,Innescare;pezzi;perarchi,Innescare pezzi perarchi
440,,[Isaac Newton] C [Scrisse Bacco in Toscana] B [Raganelle arboree] M [II saluto nelle preghiere] RO,Isaac;Ne;Win;Isaac Ne Win;(;Pi;con;casa;per;ai;uti;per;ai;uti;per;ai;uti;per;ai;uti;per;ai;uti;per,Isaac Ne Win
441,,"Scaloppe di pollo N E Giorno, mese ed anno S Curvo, prostrato",,"Scaloppa di pollo N E Giorno, mese ed anno S Curvo, prostrato"
442,,Aste Zana CIC,A;ste;zan;ac;icic;A;ste;zan;ac;icic;A;ste;zan;ac;icic;A;ste;zan;ac;icic;A;ste;zan;ac;icic;A;ste;zan;ac;icic;A;ste;zan;ac;icic;A;ste;zan;ac;icic,Aste Zana CIC = Aste Zana
443,Asti;sonnolo;Ercole,C Asti sonnolo V Ercole SI,Casti;sonnolov,Casti sonnolov
444,,RI cilivra N SB,,Rilievo
445,,GIO PER,,Giopere
446,,"[In compagnia] T [È famoso quello delle Sabine] [Quelli ""bianchi"" sono gli impiegati] V [Componimenti poetici] L [Lo è il capostipite] RO",,
447,,SE Giunone M,Se;giunon,Se giunon
448,,[La più famosa è stata Mata Hari] G = G,,
449,,Mole,,Mole
450,arma;sale,B arma R sale SI,Bar;marisal,Bar marisal
451,,Sporche di grasso,Sp;riepre;spera;zanna;Sp;riepre;spera;zanna;Spiepre;Sp;riepre;spera;zanna;Spiepre;Sp;riepre;spera;zanna;Spiepre;Sp;riepre;spera;zanna;Spiepre,Spiepre
452,,[La moda più cara] L L [Gli antichi padri] O [Il filo con l'amo],,
453,Lesbo;Lesbo;Levi;Lesbo;Lesbo;Levi,Lesbo S Lesbo M B Levi,Lesbo;Lesbombe;;Lesbo;Lesbombe,Lesbo Lesbombe
454,,L'uncino per pescatori,,Uncino
455,,Punte N Trame,,Punte N Trame
456,re;ustioni,STU re ustioni NTE,Sture;ustioni,Sture ustioni
457,,telai F O nata D Orsina V acqua,Telai fono;na;disava,Telai fono na disava
458,scoglio;acqua;Remo;gas,scoglio L acqua TO Remo NE gas CO,Scogliolacqua;remonegasco,Scogliolacqua remonegasco
459,arancio;appello;otto,M arancio C appello R S otto,Maran;Ciapp;l;Osotto,Maran Ciapp l Osotto
460,,N sì C A m u sì,Nasi;camusì;;R;I S;i o n e;sì;C A m u;sì;;R;I S;i o n e;sì;C A m u;sì,Nasi camusì
461,,Suora,Suora;Repubblica,Suora
462,,[La faccia del Sole] R = rosa,Rosario;santo;Cane;cane;Cane;cane;Cane;cane,
463,in;atto;top,F in T atto S top,Finatti;tostapop,Finatti tostapop
464,,"[Una è la""Punto""] R [Risolse l' enigma della Sfinge] E [Delimitano i giardini] A C E V [Si aggiungono al motore]",,
465,,[Precede Cristoforo] = pio,Pioce;gegami,Pioce gegami
466,,,Per;el;gia;r;s;marciato;Per;el;gia;r;s;marciato;Per;el;gia;r;s;marciato;Per;el;gia;r;s;marciato;Per;el;gia;r;s;marciato;Per,
467,,Avo VO Nesi G,,Avon
468,noce;allievi;Tell,FIE noce V allievi Tell I,Fine;co;vallié;v;attili,Fine co vallié v attili
469,pasto;metro,S pasto TI metro,Spasto;timometro,Spasto timometro
470,tele;Oman;oro;tele;Oman;oro;tele;Oman;oro,tele C Oman D oro TTO,Telecomando;rotto;T;e l;eco;man;dorot;to;T;e l;eco;man;dorot;to,Telecomando rotto
471,nero;ara;petto,TI nero S ara petto TT A,Tinerosa;rapettata,Tinerosa rapettata
472,,[Sono uguali nel supporto] = paralleli,Paral;lelliarte,Paral lelliarte
473,,Sette L L,cento,Sette L L = sette
474,Pam;tennis;setter;tennis;setter;tennis;setter;tennis;setter,Pam C O AN tennis,Pamcano;tennis;;setter;tennis;;setter;tennis;;setter;tennis,Pamcano tennis
475,caccia;pila;cuori,Pro caccia R S pila V cuori,Procacciar;spila,Procacciar spila
476,,[Quella di Beethoven era l' ultima] [La fede nuziale] L [Corre sui binari] IE,,
477,miss;somala;teo,miss IO somala N teo SA,Missios;omalan,Missios omalan
478,,S Enzo pali TO,Senzo;Palito;;Senzo;Palito;;Senzo;Palito;;Senzo;Palito,Senzo Palito
479,,Fare un'arma,,fare un'arma
480,nevi;gatta;eroina,U nevi gatta FF eroina TI,Unevigat;afferoina,Unevigat afferoina
481,radio;mine;topi;stella;stella;stella;stella;stella;stella;stella;stella,radio I mine S E,Radio;Imines;;T;op;i;stela;stella;;T;op;i;stela;stella,Radio Imines
482,cime;Petrarca;cime;Petrarca;cime;Petrarca;cime;Petrarca,RA cime RI Petrarca,Racime;ripetrar;;Racime;ripetrar;;Racime;ripetrar;;Racime,Racime ripetrar
483,,[I comandi che si azionano] N [Peccò nell'Eden] RI [Isola dell'Egeo] E,,Dispositivi
484,,,Cipp;pole;zenimento,
485,,[Famose quelle di Toledo] N T [Corpo dell' Esercito] [Famose quelle di Toledo] N [Fiaccole resinose] I T [Campicelli coltivati],Cattedra;liscio;per;citi,Cattedra liscio per citi
486,,IN accompagnamento T RO accompagnamento V I ospita alberi e automobili,Incompi;accompagnamento,In accompagnamento TRO accompagnamento V I ospita alberi e automobili
487,,Tantalio nelle formule,Tantalio;ne;formulare,Tantalio
488,giostre;papa;Erie;gatti;giostre;papa;Erie;gatti;giostre;papa;Erie;gatti,giostre C O papa V Erie P A gatti,Giostre;Copapaver;e;Ripagati;;Giostre;Copapaver;e;Ripagati,"Giostre ""Copapaver e Ripagati"""
489,,mi G liana UT I che,;,
490,carne;scale;recise,Fa carne F F scale P recise,Faca;renefes;scalep,Faca renefes scalep
491,,MAS [Dimostrazione... del profitto scolastico] = saggio,Saggiocono;lo;lui;cane nto;Saggiocono;lo;lui;cane nto;Saggiocono;lo;lui;cane nto;Saggiocono;lo;lui;cane nto;Saggiocono;lo;lui;cane nto,Saggiocono lo lui cane nto
492,volo;rea;su;verdure;due,GIovanni,Giove;no;natoleverdure,Giove no natoleverdure
493,,RI Pista Mano T,,Ripista
494,,[La Leoni attrice] T [L' isola delle rose] Q U [Si coltivano le belle] E [Al vertice della nobiltà],,
495,,[Fra le quinte...] E [Fa le fusa] [Ripidi... in fondo] [Ex compagnia aerea],F;retta;retta;Sei,F retta retta
496,Iob;tino,GRI Iob FAN tino,Griio;bifantino;Cosa;che si fa per aiutare un amico,Griio bifantino
497,atleti;cono;libido;agli;pini;pettine,AP P A P P A S S O L L I M A,Appare;la;pere;la;pine;pette;pine;Appare;la;pere;la;pine;pette;pine,Appare
498,pie;ami;cero,pie T R ami L I cero,Pietra;milicero,Pietra milicero
499,,[Smarrito] NA [L'eterno seccatore...] R [Trans Europe Express] O [Albero da frutto] SA,[Smarrito];na;la;eterno;seccatore;...;RTE;espresso;albero;da;frutto;sa;Smarrito,[Smarrito] NA la eterno seccatore ... RTE espresso albero da frutto sa
500,,brocca NI penne R TI,Broccaini;Pennerti,Broccaini Pennerti
501,avi;lumi;drago,L avi LLE lumi E drago,La;viola;militare,La viola militare
502,,AFO [La George di Consuelo] TTE [Preside senza... prede] CI [Una nota Orfei],,
503,ciuffo;siti;malvada,S ciuffo siti CE malvada,Sciuffo;siti;;R;i;s;so;va;lisi,Sciuffo siti
504,,SUP pilastrino con busto,Suppilastro;Conte;Suppilastro;Conte;Suppilastro;Conte;Suppilastro;Conte;Suppilastro;Conte,Suppilastro Conte
505,,[L' assegna il regista] N [Mille ne ha tre] T AR [Risultano dallo scadenzario],,Dire
506,,A [Autentiche] S [Una pianticella profumata] [Li pizzicavano nel medioevo] LI,Aste;Stespi;Canti,Aste
507,da;bari;naso,da O bari naso,Dabarino;sa;naso,Dabarino sa naso
508,animali;arcieri;zitella,S animali ELL arcieri R I zitella,Sanimali;Ellarcieri,Sanimali Ellarcieri
509,,Quella con i fianchi obliqui è strombata,,Giravite
510,,Cima,Cimala;manata;;C;I;M;A;N;A;TA;TA;NA;;C;I;M;A;N;A;TA;TA;NA;;C;I;M;A;N;A;TA;TA;NA,Cima
511,anaconda;in,T anaconda in I,Tana;con;daini,Tana con daini
512,Sirio;Anita,P Sirio Anita RIO,Psiriò;anitario,Psiriò anitario
513,,FA sciatori C lina si,,Fascisti
514,dado;cipolla,CO PI,Copi;a;cipolla;;Copia;a;cipolla;;Copia;a;cipolla,Copia
515,,C O PI,,Copi
516,,Faretto STI restaurant,Faretto;Stiratrice,Faretto STI restaurant
517,aria;ananas;tuffatore,L aria NC ananas T tuffatore,La;riacca;nana;stufato,La riacca nana stufato
518,alone;impegno;slitta,C alone L impegno slitta TE,Cal;alone;impegnos,Cal alone impegnos
519,asta;nano;rana,C asta G nano ST rana,Castagna;nostrana,Castagna nostrana
520,voto;timo,Pi voto T timo,Pivot;ottimo,Pivot ottimo
521,,Per,Per,Per
522,tuta;lucci,ST tuta lucci O,Stut;atualccio,Stut atualccio
523,cavi;asteri;cavi;asteri;cavi;asteri,A cavi SP asteri,Acca;viastri;;R;I S;C O P;P I A N Z A;cavi;S P A;Asteri;;R;I S;C O P;P I A N Z A;cavi;S P A;Asteri,Acca viastri
524,,,Suomi;Tintorett,Suomi Tintorett
525,,FU lenti CL assume D difesa NO,FUlentisti;che;assumono;FUlentisti che;che;assumono;F;U;lenti;clasi;sse;dimostrano;che;difende;solo;il;capo;non;F;U;lenti;clasi;sse;dimostrano;che;difende;solo;il;capo;non,FU lenti CL assume D difesa NO = FU lenti CL assume D difesa NO
526,retto;avi;si,F retto LOS avi si TA,Fretto;losavi,Fretto losavi
527,Abe;vere;onde,ZI Abe A vere C onde,Ziabea;veredonde,Ziabea veredonde
528,,Dipinto N Sù,tre;Nessuno,Dipinto N Sù
529,legge;patata;cesoia;fratello,E legge RE patata C C cesoia fratello NE,Eleggere;per;accesoia,Eleggere per accesoia
530,gol;calze;mani,Mosca,Mosca gol calze S mani,Mosca
531,mesi;mese,Non mesi A mese,Nonme;siamese;Riso;livia,Nonme siamese
532,est;sei;donne,est R O sei donne,Estrose;idee,Estrose idee
533,orice;opachi,AM orice L opachi,Amori;celopachi,Amori celopachi
534,,IMPara Corrente marina che si genera nello stretto di Messina,Imparare;cern;Cane;le;Cane;le;Cane;le;Cane;le,Imparare cernere
535,Oscar;Si;eretti,M Oscar Si NI F eretti,Moscarosi;niferet,Moscarosi niferet
536,,,Scienziato;accidenti,Scienziato accidenti
537,orma;stive,T orma DiB E stive,Torma;di;beest,Torma di beest
538,,AS CATONE,Ascano;GI;Leprostò,Ascano
539,Isole;vitelli;centesimi,R Isole vitelli F AL centesimi,Risolver;il;fallite,Risolver il fallite
540,,AR folla RI tutt'altro che chiusa,Arriva;RI;tutt;altr;Arriva,Arriva
541,mine;tema;pistola;lista,E mine N tema D pistola lista,Eminen;temapistola,Eminen temapistola
542,,V O lisi Licia R A piccoli roditori U il mese delle rose,Voli;si;liciar;piccoli roditori,Voli
543,,Un remo toro SSA,Un;remo;toro;R;i s t r i c a l i s t e n e n t e n e;C;a l i c i a l i s t e n e n t e n e,Un remo toro
544,sordi;Radi,E sordi ST Radi,Esordi;Stradieri,Esordi Stradieri
545,ore;Leda;si,S ore L Leda NE si,Sorele;danesi,Sorele danesi
546,somme;Agata;rose,S somme Agata M O rose,Sommessa;gatomorose,Sommessa gatomorose
547,Nere;orsi,T E Nere S C orsi,Teneri;e;scorssi,Teneri e scorssi
548,,DIN insidie per i pesci,DIN insidie;pescibrutto,DIN insidie per i pesci = DIN insidie per i pesci
549,meridiano;mistress;ali,meridiano A mistress NO M ali,Merida;Nastri,Merida Nastri
550,,PI [Risplendono di notte] = stelle,Stelle;me;ridonazione,Stelle me ridonazione
551,,GE [Un Wolfe tra i detective] = Nero,Nero;sanonetta,Nero sanonetta
552,,[Quella in fondo] = la,uno;uno,la mais CIS
553,ras;contro;remi,T ras contro A P remi,Trascontro;a;premi,Trascontro a premi
554,,Eptimento,Epitome<|end|><|endoftext|>,Eptimento
555,,COPESALE,,Coperchio
