,word_guesses,first_pass,solution_words,solution
305,facce;destra;pala,facce N destra M pala TE,Faccende;strampalate,Faccende strampalate
306,sedia;via,CA sedia via NO,Case;di;Aviano,Case di Aviano
307,agente;est;orme;rena,L agente ON est A D orme SE rena,La;gente;onesta;dorme;serena,La gente onesta dorme serena
308,madia;avola,PIU madia LZ avola,Piuma;di;alzavola,Piuma di alzavola
309,porta;re;erica,porta E re IAM erica NA,Portaerei;americana,Portaerei americana
310,re;adipe;Scevola,re S T adipe Scevola NTE,Resta;di;pesce;volante,Resta di pesce volante
311,tende;ora,tende A FI ora MI,Tende;a;fiorami,Tende a fiorami
312,serpe;osa,ES serpe NS osa,Esser;pensosa,Esser pensosa
313,cani;lama;tina,cani C O lama T TU tina,Canicola;mattutina,Canicola mattutina
314,redi;lega;ante,C redi BI lega R ante,Credibile;garante,Credibile garante
315,mina;rei;ara,DO mina rei N G ara,Dominare;in;gara,Dominare in gara
316,ambi;nodi;laccio,B ambi nodi S C O laccio,Bambino;discolaccio,Bambino discolaccio
317,avidi;oche;remo,SC avidi P oche remo TE,Scavi;d;ipocer;emote,Scavi d'ipocer emote
318,mostra;alato,UO mostra MP alato,Uomo;strampalato,Uomo strampalato
319,Graz;topo;mento,S Graz IA topo RTA mento,Sgraziato;portamento,Sgraziato portamento
320,le;strade;lama;china,B A le strade L lama C china,Balestra;della;macchina,Balestra della macchina
321,lama;mare;ali;mola;ore,AL lama M mare G ali A mola M ore,Alla;mamma;regaliamo;l;amore,Alla mamma regaliamo l'amore
322,con;edere;favo,con C edere favo RI,Concedere;favori,Concedere favori
323,scola;rei;Asti,M E scola rei M P Asti,Mescolare;impasti,Mescolare impasti
324,conti;dive,RA C conti dive RN E,Racconti;di;Verne,Racconti di Verne
325,raggi;gerla;arti,raggi UN gerla NT arti DE,Raggiunger;l;artide,Raggiunger l'artide
326,prete;denti;lama;nodi;ara;azza,prete N denti A L lama nodi U N ara G azza,Pretendenti;alla;mano;di;una;ragazza,Pretendenti alla mano di una ragazza
327,arti;amo;tori;est,arti S T amo L tori CH I est O,Artista;molto;richiesto,Artista molto richiesto
328,rade;conti,S T rade conti GU E,Strade;contigue,Strade contigue
329,stadi;cori;oli,B U stadi cori A N D oli,Busta;di;coriandoli,Busta di coriandoli
330,corda;Eneide;agli,RI corda R Eneide TT agli,Ricordare;nei;dettagli,Ricordare nei dettagli
331,osti;est;ava;ante,UN osti L est R ava G ante,Uno;stile;stravagante,Uno stile stravagante
332,moro;oca;rose,RU moro S oca rose L L O,Rumoroso;carosello,Rumoroso carosello
333,nari;orsa;onda;menta,U nari S orsa F onda menta LE,Una;risorsa;fondamentale,Una risorsa fondamentale
334,mici;ali,C A mici ali S A,Camicia;lisa,Camicia lisa
335,odi;dive;re,M odi dive ST I re,Modi;di;vestire,Modi di vestire
336,re;due;re;re,re S I due re MO re,Residue;remore,Residue remore
337,olle;remo;stie,T olle RA remo L E stie,Tollerare;molestie,Tollerare molestie
338,sedia;tomo;lista,COR sedia U tomo BI lista,Corse;di;automobilista,Corse di automobilista
339,re;moro;manti,E re moro manti C O,Eremo;romantico,Eremo romantico
340,unti;pope;colo,unti pope R I colo SO,Un;tipo;pericoloso,Un tipo pericoloso
341,via;limone,GIO via limone LLI,Gioviali;monelli,Gioviali monelli
342,nano;nano;nido,U nano MI nano nido NEA,Una;nomina;non;idonea,Una nomina non idonea
343,son;nate;non;nette,A S son nate non nette,Assonnate;nonnette,Assonnate nonnette
344,sola;eco;metafisica,I sola eco metafisica,Isola;ecologica,Isola ecologica
345,sonde;nidi;maglio;est,sonde G nidi ST I maglio N est I,Son;degni;di;stima;gli;onesti,Son degni di stima gli onesti
346,nave;chiama;re,U nave C chiama D re,Una;vecchia;madre,Una vecchia madre
347,tuba;redi;colombo,tuba redi colombo,Tubare;di;Colombo,Tubare di Colombo
348,ore;amo;ocarina,S ore LL amo LT ocarina,Sorella;molto;carina,Sorella molto carina
349,cuccia;ossa,BOC cuccia R ossa,Boccuccia;rossa,Boccuccia rossa
350,Roma;ila;rime;oli,Roma N Z ila C rime V oli,Romanzi;lacrimevoli,Romanzi lacrimevoli
351,coni;coni;tino,L A coni coni P O tino,Laconico;nipotino,Laconico nipotino
352,sardi;retti,F IS sardi retti V E,Fissar;direttive,Fissar direttive
353,cori;Gina,F RA cori Gina LE,Frac;originale,Frac originale
354,sci;rose;tori,sci OPE rose T tori ALE,Sciopero;settoriale,Sciopero settoriale
355,su;Leda;para,su O Leda RI para RE,Suole;da;riparare,Suole da riparare
356,scodella;ami;ore,BO scodella SI ami N ore,Bosco;dell;Asia;Minore,Bosco dell'Asia Minore
357,ala;oche;baia,ala N oche A B baia,Alano;che;abbaia,Alano che abbaia
358,gente;ape;ante,AR gente RI ape S ante,Argenteria;pesante,Argenteria pesante
359,ago;mosca;nato,ago NI S mosca TE nato,Agonismo;scatenato,Agonismo scatenato
360,arti;remi;are,Q U arti E remi LI T are,Quartiere;militare,Quartiere militare
361,est;conci;tori,G est I conci LI A tori,Gesti;conciliatori,Gesti conciliatori
362,avi;desco;fisse;oli,D avi desco N fisse G oli A,Davide;sconfisse;Golia,Davide sconfisse Golia
363,tre;mori;asso,E S tre mori B asso,Estremo;ribasso,Estremo ribasso
364,divo;zia;iris;osa,divo R zia T iris P osa TI,Divorziati;risposati,Divorziati risposati
365,cale;noce;leste,cale noce leste,Caleño;celeste,Caleño celeste
366,frate;libro;etti,I frate L libro N Z etti,I;fratelli;Ronzetti,I fratelli Ronzetti
367,avolo;sai;re,F avolo sai M P re SA,Favolosa;impresa,Favolosa impresa
368,ila;ora;sud,CH ila V ora sud A,Chi;lavora;sudà,Chi lavora sudà
369,Ebe;Lete;esche,L Ebe L Lete D esche,Le;belle;tedesche,Le belle tedesche
370,dive;Eros,dive R S Eros E,Diverse;rose,Diverse rose
371,Eros;avi;perla;tese;re,Eros A L avi TA perla GE N tese re NA,È;rosa;la;vita;per;la;gente;serena,È rosa la vita per la gente serena
372,api;cola;Era,U N api C cola C AM Era,Una;piccola;camera,Una piccola camera
373,ovest;Ra;di;ari,PR ovest Ra OR di N ari E,Prove;straordinarie,Prove straordinarie
374,nave;nana,U nave nana IF,Una;vena;naif,Una vena naif
375,somali;zio,R I somali zio SO,Riso;malizioso,Riso malizioso
376,re;epa;Ate,re T T epa G Ate,Rette;pagate,Rette pagate
377,dio;ori;rotto,O dio S ori MB rotto,Odioso;rimbrotto,Odioso rimbrotto
378,oste;ode;lana,L oste RZ ode L lana VE,Lo;sterzo;della;nave,Lo sterzo della nave
379,ari;come,SC ari come RCI,Scarico;merci,Scarico merci
380,olle;Giove;celle,C olle Giove R celle SE,Collegio;vercellese,Collegio vercellese
381,ape;sili;are,S ape R sili MI T are,Sapersi;limitare,Sapersi limitare
382,ava;api;rade;lame;alati,UN ava ST api ANU rade L lame RIC alati N A,Una;vasta;pianura;dell;America;Latina,Una vasta pianura dell'America Latina
383,cane;tra;in;sala,cane S tra D in sala TA,Canestra;d;insalata,Canestra d'insalata
384,idolo;scolari,idolo RI M U scolari,I;dolori;muscolari,I dolori muscolari
385,ali;nodi;etto,CI C ali nodi F etto SO,Cicalino;difettoso,Cicalino difettoso
386,oca;lista;stria,V oca lista U stria CO,Vocalist;austriaco,Vocalist austriaco
387,cappa;redi;orsa;chino;eco;raggio,S cappa redi C orsa S A chino N eco raggio SO,Scappare;di;corsa;sa;chi;non;è;coraggioso,Scappare di corsa sa chi non è coraggioso
388,striscia;ori,MAE striscia T ori,Maestri;sciatori,Maestri sciatori
389,massi;ore;Po;abile,massi M ore S Po N S abile,Massimo;responsabile,Massimo responsabile
390,scopa;sante,LO scopa S sante,Losco;passante,Losco passante
391,grammi;in;stalla,PRO grammi in stalla TI,Programmi;installati,Programmi installati
392,Rigoletto,MA Rigoletto TI,Mari;goletti,Mari goletti
393,re;nasi;ante,SI re nasi B I L ante,Sirena;sibilante,Sirena sibilante
394,codice;rana;leoni,CAL codice rana PO leoni C O,Calco;di;cera;napoleonico,Calco di cera napoleonico
395,pesci;ante,A pesci A M ante,Ape;sciamante,Ape sciamante
396,are;rei;mina,P are rei L LU mina TO,Parere;illuminato,Parere illuminato
397,lastra;tale,"lastra DA, STA tale",La;strada;statale,La strada statale
398,pale;arpe;mento,pale S arpe NT I mento,Palesar;pentimento,Palesar pentimento
399,Erei;est;maso;Udine,VIV Erei N est RE maso LIT Udine,Vivere;in;estrema;solitudine,Vivere in estrema solitudine
400,ambi;naso;petto,B ambi naso S petto SA,Bambina;sospettosa,Bambina sospettosa
401,ala;rea;con;ferita,UN ala U rea con ferita,Una;laurea;conferita,Una laurea conferita
402,Pellico;conto,Pellico LA conto TO,Pellicola;con;Totò,Pellicola con Totò
403,rema;sola;remi;colo,C rema sola remi RA colo SA,Crema;solare;miracolosa,Crema solare miracolosa
404,anta;dita;tegole,C anta R dita N tegole,Cantar;di;tante;gole,Cantar di tante gole
405,are;dio;dio,U S are MO dio dio SI,Usare;modi;odiosi,Usare modi odiosi
406,legge;in;aria,legge OR D in aria,Legge;ordinaria,Legge ordinaria
407,mate;ras;Siam;olle,mate ras Siam olle,Materassi;a;molle,Materassi a molle
408,celle;rei;tema;tic,E C celle rei N MA tema tic A,Eccellere;in;matematica,Eccellere in matematica
409,fari;Lazio;isba;Ate,fari L Lazio N isba G LI Ate,Far;illazioni;sbagliate,Far illazioni sbagliate
410,torre;tellina;osti,torre N tellina S C osti,Torrentelli;nascosti,Torrentelli nascosti
411,tra;ala;scia,tra CC I ala scia TA,Traccia;lasciata,Traccia lasciata
412,orto;nei;ami,P orto nei NL ami ERA,Portone;in;lamiera,Portone in lamiera
413,Po;stie;cono;mici,Po stie cono mici,Posti;economici,Posti economici
414,rebus;sol,T rebus sol E,Tre;bussole,Tre bussole
415,Eva;re;tende;egra;Udine;agli;mini,Eva N OP re tende R egra TI T Udine D agli UO mini,è;vano;pretendere;gratitudine;dagli;uomini,è vano pretendere gratitudine dagli uomini
416,leggio;dita,NO leggio dita XI,Noleggio;di;taxi,Noleggio di taxi
417,posta;posta;avo,PRO posta ES posta avo CE,Proposta;esposta;a;voce,Proposta esposta a voce
418,Agar;acino;la,UN Agar acino F I la,Una;gara;cinofila,Una gara cinofila
419,tre;mori;orso,E S tre mori M orso,Estremo;rimorso,Estremo rimorso
420,vere;di;more,A vere di SA more,Avere;disamore,Avere disamore
421,ode;rea;nido,G ode rea N nido RO,Godere;anni;d;oro,Godere anni d'oro
422,armi;refi;re,F armi S E refi GU re,Far;misere;figure,Far misere figure
423,do;lampone;ali,do L O lampone T I ali,Dolola;monetali,Dolola monetali
424,arti;ali;Rodi;rime;si,arti S T ali B E Rodi E SP rime R si,Artista;libero;di;esprimersi,Artista libero di esprimersi
425,Gi;Rodi;Bagnore,Gi Rodi M Bagnore,Giro;di;muro,Giro di muro
426,ave;nani;mori;belli,ave RI nani mori belli ON E,Aver;in;animo;ribellione,Aver in animo ribellione
427,gilet;ore;do,A gilet ore A do R,Agile;toreador,Agile toreador
428,Po;litri;ali,Po P O litri B ali,Popoli;tribali,Popoli tribali
429,velo;anelli;pica,velo CI T anelli P pica,Velocità;nell;ippica,Velocità nell'ippica
430,oboe;letto,PR oboe letto RE,Probo;elettore,Probo elettore
431,navi;oca;sale,U navi T oca sale,Un;avito;casale,Un avito casale
432,avo;some,F avo some NU,Favoso;menu,Favoso menu
433,re;rosa;su;cera,P re MU rosa su O cera,Premurosa;suocera,Premurosa suocera
434,arpa;chi;legge;re;agli;mici;mese;nodi;etto,D arpa C chi legge re agli A mici C O mese G nodi A F F etto,Dar;pacchi;leggere;agli;amici;come;segno;di;affetto,Dar pacchi leggere agli amici come segno di affetto
435,porta;dito,UN OS porta R dito,Uno;sport;ardito,Uno sport ardito
436,ave;tempi;Oneglia;ari,ave RE tempi S M Oneglia F F ari,Avere;tempsmon;eglia;affari,Avere tempsmon eglia affari
437,orche;alettone,orche ST R alettone,Orchestra;lettone,Orchestra lettone
438,porta;testa;vere;tori,IM porta N testa F vere tori A L E,Importante;staff;inglese,Importante staff inglese
439,metri;anelli,D E metri O PI anelli,Demetrio;Pianelli,Demetrio Pianelli
440,con;orda,CI con L orda,Cicco;norda,Cicco norda
441,sala;temi,IN sala temi S TE,Insalate;miste,Insalate miste
442,posate;ale,posate A T R ale,Posa;teatrale,Posa teatrale
443,oste;nero;redi;Rita,S oste nero P E redi CA Rita,Sostener;opere;di;carità,Sostener opere di carità
444,assale;oste;ore,assale P oste R I ore,Assale;posteriore,Assale posteriore
445,fori;adipe;nei;denti,E U fori adipe RSO nei M P U denti,Euforia;di;persone;impudenti,Euforia di persone impudenti
446,dardi;ari;ambi;odi;ari,dardi N ari I N C ambi odi DO L L ari,Dar;dinari;in;cambio;di;dollari,Dar dinari in cambio di dollari
447,mari;lana,mari E L lana VA,Mariella;Nava,Mariella Nava
448,oca;olivo;ari,V oca B olivo LG ari,Vocaboli;volgari,Vocaboli volgari
449,tori;ed;altri;tori,S tori ed altri tori T MO,Storie;dal;trito;ritmo,Storie dal trito ritmo
450,tra;mesti;mola,tra mesti mola NTI,Trame;stimolanti,Trame stimolanti
451,odi;odi;ore,odi AT odi TT AT ore,Odiato;dittatore,Odiato dittatore
452,espressi;India;etto,espressi O NE India L etto,Espressione;in;dialetto,Espressione in dialetto
453,ara;rea;con;chino,B ara rea con chino,Barare;a;conchino,Barare a conchino
454,seta;teli;nata,DIS seta N teli MO nata,Dissetante;limonata,Dissetante limonata
455,Muti;Creta;tori,TE Muti SSI Creta T TA tori,Temutissico;retattori,Temutissico retattori
456,Pi;astri;ami;are,Pi astri N ami LIT are,Piastrina;militare,Piastrina militare
457,arco;somme,COL arco N somme,Colar;consommé,Colar consommé
458,Ro;fon;di;amari,P Ro fon di T amari N E,Profondità;marine,Profondità marine
459,fa;area;sai,fa T IC area S sai,Faticare;assai,Faticare assai
460,pesca;Sam,pesca D I Sam,Pesca;di;Sam,Pesca di Sam
461,balene;fan,C A balene fan D E,Cabale;nefande,Cabale nefande
462,esca;mina,FR esca NO mina,Fresca;nomina,Fresca nomina
463,pia;arpa;etti,pia N T arpa L etti,Piantar;paletti,Piantar paletti
464,dee;vate,O N dee LE vate,Onde;elevate,Onde elevate
465,auto;edili;etti;pera,auto R edili B R etti DO pera,Autore;di;libretti;d;opera,Autore di libretti d'opera
466,rigo;some;do,rigo RO some T O do,Rigoroso;metodo,Rigoroso metodo
467,per;di;superbi,O per A di AL superbi,Opera;di;Alsuperbi,Opera di Alsuperbi
468,vene;ali,vene ZI ali DO,Venezia;lido,Venezia lido
469,orma;lepre;viso,F orma lepre A V viso,Formale;preavviso,Formale preavviso
470,Oglio;soma,RIG Oglio soma IS,Rigoglioso;mais,Rigoglioso mais
471,Reno;api;ocra;via;va;via,T Reno R api D ocra CO via va RSA via,Treno;rapido;Cracovia;Varsavia,Treno rapido Cracovia-Varsavia
472,anca;tegame,SFI anca N tegame,Sfiancante;game,Sfiancante game
473,else;re;re,B else C re TA I re,Bel;secreteire,Bel secreteire
474,casco;per,NU casco per TA,Nuca;scoperta,Nuca scoperta
475,mini;ombrello;di,mini ST ombrello di ATI,Ministro;bellowdi,Ministro bellowdi
476,volte;pere,volte A M pere,Volte;a;mepere,Volte a mepere
477,con;ariete,con TR ariete SI,Contrarie;tesi,Contrarie tesi
478,fari;Eva;aro;oli,A F fari CH Eva NNO aro T oli,Affari;che;vanno;a;rotoli,Affari che vanno a rotoli
479,leggio;est,leggio N est E,Leggi;oneste,Leggi oneste
480,orsi;re;pero,C orsi DI re CU pero,Corsi;di;recupero,Corsi di recupero
481,rovi;arca;etti,rovi S T arca S S etti,Rovistar;cassetti,Rovistar cassetti
482,rocca;divi;dei;aste;mani,B rocca divi N O dei C aste L L I RO mani,Brocca;di;vino;dei;castelli;romani,Brocca di vino dei castelli romani
483,musi;aria;colta,musi C aria S colta TA,Musica;riasscoltata,Musica riasscoltata
484,sedia;assi;nati,MAS sedia PP assi O nati,Masse;di;appassionati,Masse di appassionati
485,unte;mari;letto,unte mari letto,Un;tema;riletto,Un tema riletto
486,mani;Edison;est,mani E R Edison est E,Maniere;disoneste,Maniere disoneste
487,avi;avi;Eva,L avi T avi EN Eva,La;vita;vive;n;è,La vita vive n è
488,dio;semina,O dio semina C CE,Odiose;minacce,Odiose minacce
489,usci;rea;collare,R I usci rea D E collare,Riuscire;a;decollare,Riuscire a decollare
490,lame;con;aria,lame con A O R aria,La;mecona;oraria,La mecona oraria
491,peri;losco;Giurato,peri C O losco N Giurato,Pericolo;scongiurato,Pericolo scongiurato
492,mani;redi;conti,mani E redi S conti NUE,Maniere;discontinue,Maniere discontinue
493,Cipro;odi;petto,RE Cipro C odi S petto,Reciproco;dispetto,Reciproco dispetto
494,amo;osti;lista;Talia,F amo S osti lista I Talia NO,Famoso;stilista;italiano,Famoso stilista italiano
495,risi;avi;tori,risi C A T avi T tori A,Riscata;vittoria,Riscata vittoria
496,arti;perle;oli,P arti RE perle oli E,Partire;per;l;Eolie,Partire per l'Eolie
497,lista;panna,MA lista P panna TI,Malista;pannati,Malista pannati
498,fra;sega;ante,fra sega L ante,Frase;galante,Frase galante
499,tra;rive;ali,S tra T rive RB ali,Stratri;verbali,Stratri verbali
500,ed;parasta;tori,S ed I parasta tori O,Sedia;restaurato,Sedia restaurato
501,tre;mendicanti;belli,tre mendicanti R I belli,Tremendi;canti;ribelli,Tremendi canti ribelli
502,colt;ara;nana,colt I V ara nana S,Coltivar;ananas,Coltivar ananas
503,alberi;oste;tese;ape;are,S C I alberi SP oste D A tese NZ ape N S are,Scialbe;risposte;date;senza;pensare,Scialbe risposte date senza pensare
504,chiave;tale;di;mostri,"chiave RO, tale NTO L O di mostri",Chi;à;vero;talento;lo;dimostri,Chi à vero talento lo dimostri
505,fa;ciac;punta,fa C ciac O M punta,Faccia;compunta,Faccia compunta
506,pedale;peri;lati;di;ore;di;etto,OS pedale peri M A lati di CU ore E di P etto,Ospedale;per;i;malati;di;cuore;e;di;petto,Ospedale per i malati di cuore e di petto
507,ala;amo;tomi;orata,M ala T amo L tomi GLI orata,Malata;molto;migliorata,Malata molto migliorata
508,Lodi;cono,PAO Lodi A cono,Paolo;Diacono,Paolo Diacono
509,pia;tele;visi,IM pia N TO tele visi VO,Impianto;televisivo,Impianto televisivo
510,tori;Leda;ore,S tori EL Leda M ore,Storielle;d;amore,Storielle d'amore
511,torero;manti,AU torero manti C O,Autore;romantico,Autore romantico
512,pia;otri;tino,pia TT otri E S tino,Piatto;triestino,Piatto triestino
513,topi;ode;serti,AL topi AN ode serti CO,Altopiano;desertico,Altopiano desertico
514,re;porte;ring;lese,re porte ring lese,Reporter;inglese,Reporter inglese
515,amo;Liegi;viale,L amo G Liegi O viale,La;moglie;gioviale,La moglie gioviale
516,ode;stie;orsi,M ode stie S B orsi,Modesti;esborsi,Modesti esborsi
517,more;in;menti;ile,A more in DI menti C A B ile,Amore;indimenticabile,Amore indimenticabile
518,ala;medio,S ala medio CA,Salame;di;oca,Salame di oca
519,tute;armi;re,tute L armi N O re NNI,Tutelar;minorenni,Tutelar minorenni
520,tori;aro,AL tori P aro,Alto;riparo,Alto riparo
521,si;agli;malati,VI si TA agli A M malati,Visita;agli;ammalati,Visita agli ammalati
522,Alpi;tante;parti,P Alpi tante parti T A,Palpitante;partita,Palpitante partita
523,tram;ara;oste,tram AND ara IP oste RI,Tramandar;ai;posteri,Tramandar ai posteri
524,orme;di;sordi,E N orme di sordi N E,Enorme;disordine,Enorme disordine
525,mani;teso,IM mani teso RI,Immani;tesori,Immani tesori
526,asse;redi;miss;nari,asse S SO redi miss IO nari O,Assessore;dimissionario,Assessore dimissionario
527,re;rete;Po,P re NDE rete M Po,Prendere;tempo,Prendere tempo
528,rena;rena;ali;tende,F rena rena T U R ali tende NZE,Frenare;naturali;tendenze,Frenare naturali tendenze
529,fa;fa;Nemi;anta;ore,fa N fa R O Nemi LL anta T ore,Fanfarone;millantatore,Fanfarone millantatore
530,ascia;teca;are;ore,L ascia teca NT are I L C U ore,Lasciate;cantare;il;cuore,Lasciate cantare il cuore
531,nodo;duna;la,A nodo duna P I la,Anodo;d;una;pila,Anodo d'una pila
532,su;sci;are;manica;astro,su sci T are I M manica T astro FI,Suscitare;immani;catastrofi,Suscitare immani catastrofi
533,scia;lane;ode,scia BO lane LF ode RO,Sciabola;nel;fodero,Sciabola nel fodero
534,Giove;uva;capi,LA Giove NT uva capi TA,La;gioventù;va;capita,La gioventù va capita
535,ellissi;ori;ratto,B ellissi M ori T ratto,Bellissimo;ritratto,Bellissimo ritratto
536,re;tra;rete;remo,re GIS tra rete R remo TI,Registrare;terremoti,Registrare terremoti
537,ratti;ossi,BU ratti NI R ossi,Burattini;rossi,Burattini rossi
538,Sole;tea;orto,Sole R tea P P orto,Solerte;apporto,Solerte apporto
539,arpa;leggio,F arpa L leggio,Far;palleggio,Far palleggio
540,Asti;come;saggi,IC Asti come S saggi O,Icastico;messaggio,Icastico messaggio
541,man;eco;letti,man I eco L letti V E,Manie;collettive,Manie collettive
542,laser;ramo;rena,laser ramo rena,La;sera;morenà,La sera morenà
543,in;su;martore,in su martore,Insumar;tò,Insumar tò
544,nero;copie;tese,U nero I copie M ON tese,Un;eroico;piemontese,Un eroico piemontese
545,nari;dadi;tesi,U nari D dadi P O tesi,Una;ridda;d;ipotesi,Una ridda d'ipotesi
546,risi;riso;riso;risi,PU risi NCE riso LA riso R risi,Puri;sinceri;solari;sorrisi,"Puri, sinceri, solari sorrisi"
547,armi;re;recise,D armi SU re P recise,Dar;misure;precise,Dar misure precise
548,porta;mento;ante;cono;nido,COM porta mento G A L ante cono G nido NNA,Comportamento;galante;con;ogni;donna,Comportamento galante con ogni donna
549,remi;dente,remi S C R E dente,Re;miscredente,Re miscredente
550,anca;tea;tesa,SFI anca N tea T tesa,Sfiancante;attesa,Sfiancante attesa
551,menti;Tecla;rose,S menti Tecla M O rose,Smentite;clamorose,Smentite clamorose
552,ora;di;oca,SP ora di C oca SO,Sporadico;caso,Sporadico caso
553,nel;lido;nati,A nel lido nati,Anelli;donati,Anelli donati
554,seri;riso,E S seri R riso,Esser;irriso,Esser irriso
555,nani;ore;arto,U nani MOS ore P arto,Un;animoso;reparto,Un animoso reparto
556,pica;rasi;mi;tic,ROM pica rasi G mi S tic I,Rompicara;sigmistici,Rompicara sigmistici
557,costa;Teresa,S costa N Teresa,Scostante;resa,Scostante resa
558,Pi;cola;cola,Pi C cola S cola RA,Piccola;scolara,Piccola scolara
559,re;lire;Cipro,re G A lire Cipro CI,Regali;reciproci,Regali reciproci
560,remo;semina;care;alato;alfa,E remo semina S care GN alato D alfa I,Eremo;seminascare;gnalato;dal;Fah,"Eremo seminascare gnalato dal ""Fah"""
561,dea;Ate,RON dea RM Ate,Ronde;armate,Ronde armate
562,dardi;etti;recise,dardi R etti V E P recise,Dar;direttive;precise,Dar direttive precise
563,attore;sci,P attore sci SSO,Patto;rescisso,Patto rescisso
564,oca;olio;vino;Ati,V oca B olio V vino NUS Ati,Vocaboli;ovvi;non;usati,Vocaboli ovvi non usati
565,oca;epe;ante,GI oca R epe S ante,Giocare;pesante,Giocare pesante
566,scopa;saggio,BRU scopa S saggio,Brusco;passaggio,Brusco passaggio
567,lana;rade;eco,lana T U rade LL eco SE,La;natura;delle;cose,La natura delle cose
568,ode;arti;anni,SP ode ST arti R anni,Spodestar;tiranni,Spodestar tiranni
569,Everest;enti,L Everest MB I enti,Lieve;stressi,Lieve stressi
570,oste;amo;orate,C oste GI amo NIT orate,Coste;già;monitorate,Coste già monitorate
571,nano;Macerata;si,U nano IOS Macerata O si,Una;noiosa;ceratasi,Una noiosa ceratasi
572,oste;nere;stie;con;micio;nero,S oste nere CO stie con O micio nero SI,Sostenere;costi;economici;onerosi,Sostenere costi economici onerosi
573,pollai;ali,A M pollai ali N A,Ampolla;ialina,Ampolla ialina
574,arti;remi;ante,P arti remi G R ante,Partir;emigrante,Partir emigrante
575,rocca;tiara;esca,B rocca tiara B esca TI,Broccati;arabescati,Broccati arabescati
576,do;cieco;etti,do L cieco N F etti,Dolci;e;confetti,Dolci e confetti
577,gente;are,AR gente OM are,Argenteo;mare,Argenteo mare
578,rena;tasca;nata,SE rena tasca NZ O nata,Serenata;scanzonata,Serenata scanzonata
579,moschea;cane,moschea F RI cane,Mosche;africane,Mosche africane
580,asse;odi;vaso,asse DI odi N vaso RI,Assedio;d;invasori,Assedio d'invasori
581,legge;ras;puma,legge ras puma,Leggera;spuma,Leggera spuma
582,ondine;mi;ione,B ondine mi S S ione,Bond;in;emissione,Bond in emissione
583,sergente;desta,ES sergente MO desta,Esser;gente;modesta,Esser gente modesta
584,dei;olla;ile,F E dei NCR olla B ile,Fede;incrollabile,Fede incrollabile
585,are;unto;in;Ponente,US are unto NO in DI S Ponente,Usare;un;tono;indisponente,Usare un tono indisponente
586,dio;odi;dio,O dio S odi SSI dio,Odioso;dissidio,Odioso dissidio
587,Po;tinti,S Po tinti VU,Spot;in;tivù,Spot in tivù
588,larice;cava,larice R cava NA,La;ricerca;vana,La ricerca vana
589,ape;sante;dita,UN ape sante E R E dita,Una;pesante;eredità,Una pesante eredità
590,rospi;tigre,AVE rospi tigre CI,Aver;ospiti;greci,Aver ospiti greci
591,pie;asso;lati;razzi,A M pie D asso lati T E R razzi,Ampi;ed;assolati;terrazzi,Ampi ed assolati terrazzi
592,rio;negro;abito,rio negro S abito NO,Rione;grosabitono,Rione grosabitono
593,cocco;la;tini;Po;tini,cocco la tini Po tini,Coccolati;nipotini,Coccolati nipotini
594,picco;isba;menti,picco L isba N D A menti,Piccoli;sbandamenti,Piccoli sbandamenti
595,lepre;visi,BEL lepre visi O NI,Belle;previsioni,Belle previsioni
596,Volta;muta,RI Volta TE muta,Rivolta;temuta,Rivolta temuta
597,Borg;astro;nano,Borg O M astro RE nano,Borghomastro;renano,Borghomastro renano
598,avo;opera;tacchini,L avo R opera T tacchini,Lavoro;per;attacchini,Lavoro per attacchini
599,spola;erba,NE spola AC erba,Nespola;acerba,Nespola acerba
600,Redi;oca,Redi NT oca SA,Red;intoca;sasà,Red intoca sasà
601,su;re;avi;orti;ora,su BI re GR avi T orti M ora LI,Subire;gravi;torti;morali,Subire gravi torti morali
602,presepe;re;tori,IM presepe re N tori E,Imprese;perentorie,Imprese perentorie
603,muli;Ale,muli N O A P Ale,Mulino;a;pale,Mulino a pale
604,lenti;adipe;tori,V A lenti adipe S C A tori,Valentia;di;pescatori,Valentia di pescatori
605,assi;antere;ali,APP assi ON antere ali TY,Appassionante;reality,Appassionante reality
606,Po;carter;azze,S Po R carter R azze,Sporcar;terrazze,Sporcar terrazze
607,tram;boa;etto,S tram boa MI CH etto,Strambo;amichetto,Strambo amichetto
608,podista;topi;nato,CA podista topi C C O nato RE,Capo;di;stato;picconatore,Capo di stato picconatore
609,pastore;sode,IM pastore sode NSO,Impasto;reso;denso,Impasto reso denso
610,bradipi;anta;Ra,F I bradipi anta R A Ra,Fibra;di;pianta;rara,Fibra di pianta rara
611,stoino;tori;colo,stoino T tori D I colo,Stoinotto;ridicolo,Stoinotto ridicolo
612,unto;oli,unto CC oli E VE,Un;tocco;lieve,Un tocco lieve
613,duna;rami,RA duna rami CI,Radunar;amici,Radunar amici
614,sciame;sola,LI sciame N sola,Liscia;mensola,Liscia mensola
615,celle;tesa;ore,E C celle N tesa P ore,Eccellente;sapore,Eccellente sapore
616,cono;modista,E cono modista TO,Economo;di;stato,Economo di stato
617,teiera;lord,S teiera lord A,Steier;Alorda,Steier Alorda
618,prete;re;pinte,prete S E re S pinte,Pretese;respinte,Pretese respinte
619,barba;ratto,RU barba ratto LI,Rubar;barattoli,Rubar barattoli
