,word_guesses,first_pass,solution_words,solution
315,ali;nodi;etto,CI C ali nodi F etto SO,Cicalino;difettoso,Cicalino difettoso
316,ara;ala,SC ara ala RO,Scarala,Scarala aro
317,assi;tacco,CO R assi S tacco,Coras;si;stacco,Coras si stacco
318,pipa;oli;lecci,AM pipa S C oli A L lecci,Ampi;passcoli;allevati,Ampi passcoli allevati
319,esca;amo;ree;lenza,TR esca D amo ree V I O lenza,Tresca;d;amore;è;violenza,Tresca d'amore è violenza
320,divano;perla;su;elica;nodi,divano T A perla su A D elica nodi ZZ A,Diva;nota;per;la;sua;delicazione;disdizza,Diva nota per la sua delicazione disdizza
321,fon;dadi;mina,PRO fon dadi S A mina,Profondi;disamina,Profondi disamina
322,navi;adipe;ara,U navi adipe S C ara,Una;vita;di;pescara,Una vita di pescara
323,sedani;erta;rio;mano,AS sedani B erta rio R O mano,Asseda;nibertario;romano,Asseda nibertario romano
324,rete;si;etti,AR rete si S ON etti,Arrete;sisoni;tt;inetti,Arrete sisoni tt inetti
325,testo;alata,AN testo NC alata,Antest;onc;alata,Antest onc alata
326,di;tea;erma,di T tea FF erma TE,Dite;affermate,Dite affermate
327,arpe;colo;reperto;re,F arpe RI colo SE reperto V re,Far;pericolosere;perturbore,Far pericolosere perturbore
328,avo;ala;Oglio;lama;rade;etti,avo L ala RG Oglio E lama SC HE rade ID I F etti,A;volta;l;argoglio;e;la;maschera;dei;difetti,A volta l'argoglio e la maschera dei difetti
329,nudi;aperte;timoni,U nudi EN Z aperte S timoni,Un;udienza;per;tesimoni,Un'udienza per tesimoni
330,aspo;stirpe;oli,aspo ND stirpe LT oli SA,Aspondir;peltò;lisa,Aspondir peltò lisa
331,vere;redi;si;perla;musi,A vere P redi si ZI O NE perla musi C A,Avere;perdisizioni;per;la;musica,Avere perdisizioni per la musica
332,chef;tasti;otarie;avi,chef A N tasti otarie AEL avi TA,Che;fantasti;otaria;e;la;vita,«Che fantasti otaria e la vita»
333,regge;pista;seduti,regge pista seduti AN E,Regge;pistasedutine,Regge pistasedutine
334,nave;rana;seni,U nave RTE rana R VI seni,Una;verterà;narcoviseni,Una verterà narcoviseni
335,arco;Po,M arco Po LO,Marco;Polo,Marco Polo
336,Poe;su;ante,CA Poe su L T ante,Capo;esultante,Capo esultante
337,re;isba;colletti,QU re NN isba colletti N I,Querennisba;collettini,Querennisba collettini
338,rana;ari,FLO rana NT ari,Flora;nantari,Flora nantari
339,con;arso,con T arso LDI,Contar;soldi,Contar soldi
340,ananas;ala,UN ananas OM ala,Una;nana;somala,Una nana somala
341,colla;Ares;desta;ali,colla U D Ares TRA desta T ali,Collaudare;strada;statali,Collaudare strada statali
342,colo;Eros;oca;mini,colo R Eros S oca R mini O,Colore;rosso;carminio,Colore rosso carminio
343,sette;perle;Erie,C A sette perle F Erie,Cassette;per;le;ferie,Cassette per le ferie
344,toro;in;sta,TEM toro in DUI sta,Temtor;oniduista,Temtor oniduista
345,Pippo;aghi,MAP Pippo UF R aghi,Mapi;u;fraghi,Mapippo u fraghi
346,santi;la;in,PE santi la SC in E,Pesanti;lascine,Pesanti lascine
347,oli;lira;orti,S oli DA lira P P orti,Solidali;rapporti,Solidali rapporti
348,colo;sale;nata,colo S sale BI DO nata,Colossale;bionata,Colossale bionata
349,con;Dioniso;laure;sci,con Dioniso F laure sci O,Condizione;solare,Condizione solare
350,tra;vetri;armati;re,tra vetri S P armati AT O re,Trave;trisparamatatore,Trave trisparamatatore
351,vasi;asce;est,vasi S T asce L est E,Vasista;celeste,Vasista celeste
352,casa;re;in;Pi,casa re in Pi,Casare;inpi,Casare inpi
353,astuta;rema;lame,F astuta GE rema lame NTE,Fastuta;generale,Fastuta generale
354,ala;ora;re;ras;curato;olle;Giano;Ero;nato,ala V ora T O re T T ras curato IS olle MAN Giano I L Ero I nato,A;lavoratore;trattascurato;i;solle;maneggio;ai;lionieri,A lavoratore trattascurato i solle maneggio ai lionieri I L Ero I nato
355,lama;ape;arca;ile;ore,lama D ape R C arca ile R R ore,La;madia;percarca;il;reore,La madia percarca il reore
356,anestesia;nero;nato,M anestesia nero VI nato,Manestie;saravino,Manestie saravino
357,oca;lisca;Ati,T oca lisca R T Ati,Tocali;scartati,Tocali scartati
358,Po;siepe;ambi,Po E siepe RB ambi NI,Poesi;per;bambini,Poesi per bambini
359,arti;tiara,arti S tiara BI,Artisti;arabi,Artisti arabi
360,chiesa;la;odi;oli;odi;edile;pere,chiesa P U la odi S oli T odi MO edile N S A pere,Chi;è;spulato;di;solito;dimedile;non;sa;pare,Chi è spulato di solito dimedile non sa pare
361,ibis;menti,AL ibis menti TO,Alibi;smentito,Alibi smentito
362,taglia;re;unno;santa,taglia re unno santa,Tagliare;un;nonsanta,Tagliare un nonsanta
363,ava;arma;asso;ava;lesa;le,C ava LC arma GNI asso C ava L lesa U le,Cavalcar;magnissoca;vallesa;ule,Cavalcar magnissoca vallesa ule
364,Eros;Mati,OP Eros Mati A,Operosa;mata,Operosa mata
365,assi;ori;orzo,M assi CCI ori NF orzo,Massicci;originorzo,Massicci originorzo
366,divano;Po,divano S Po N A,Diva;nonsona,Diva nonsona
367,regge;vini,G regge D O vini,Greggé;d;ovini,Greggé d'ovini
368,arti;teca;do,SP arti N teca L do,Spartinte;caldo,Spartinte caldo
369,fon;obeso;rio,fon D obeso TA rio,Fondo;beseatorio,Fondo beseatorio
370,nave;letti,RU nave VO letti,Runa;evoletti,Runa evoletti
371,ali;onda;si,ali B I onda L si,Alibi;dolsi,Alibi dolsi
372,orti;oca;sub,S P orti V oca M sub,Sportivo;camusub,Sportivo camusub
373,astori;alani,P astori CA T alani,Pastori;cattalani,Pastori cattalani
374,gale;ape;ile,VE gale TT ape NS ile,Vegaletta;pensile,Vegaletta pensile
375,asso;telo;nata,asso N telo P I nata,Assonte;lopinata,Assonte lopinata
376,pale;semi;serena,pale semi serena,Palese;serena,Palese serena
377,ami;ava;ante,U N ami N ava G ante,Una;minà;vagante,Una minà vagante
378,asce;pica;esca,UN asce NA pica R esca,Una;scena;picaressa,Una scena picaressa
379,leva;topo;ree;nomi,E leva topo TE ree C O nomi CO,Eleva;topote;reenomico,Eleva topote reenomico
380,campi;negra,campi O negra TIS,Campione;gratis,Campione gratis
381,reggia;re;leso,PA reggia re leso RTI,Pareggiare;le;sordi,Pareggiare le sordi
382,manti;cavi,R O manti cavi A,Romantica;via,Romantica via
383,amo;oca;ante;messo,F amo S oca N T ante UR messo,Famoso;cantante;urrimento,Famoso cantante urrimento
384,rive;adunco;are,S C rive RE adunco M P are,Scrivere;ad;un;compare,Scrivere ad un compare
385,Aviatore;attori,S Aviatore D attori,Savia;tedattori,Savia tedattori
386,pale;stie,F A M pale B E stie,Famabile;bestie,Famabile bestie
387,neo;echi,CU neo echi ETI,Cuneo;e;chietti,Cuneo e chietti
388,avi;oli;aria,U N avi A S oli T aria,Una;via;solitaria,Una via solitaria
389,un;leva;scatola,un leva scatola,Un;leva;scatola,Un leva scatola
390,resta;lini,resta URA lini LM,Restaurale;inim,Restaurale inim
391,ossa;Pi;fon,F ossa Pi RO fon DO,Fossapi;rofondo,Fossapi rofondo
392,ellissi;re;oste,B ellissi re P oste R,Bellissire;poster,Bellissire poster
393,chela;ali,RIC chela Z I ali,Ricche;laziali,Ricche laziali
394,fari;stadio;vie,AF fari stadio R vie TO,Affarista;di;orvieto,Affarista di orvieto
395,in;gli;iris;otto;porta,in N O gli T iris otto porta,Innogli;tiris;otto;porta,Innogli tiris otto porta
396,amo;pera,F amo SAO pera,Famosa;opera,Famosa opera
397,re;arpie;in,re S T arpie G in,Restar;piggin,Restar piggin
398,posta;ali,TRI posta NZI ali,Tripo;stanziali,Tripo stanziali
399,anta;regione,F anta STI regione,Fantastire;gione,Fantastire gione
400,anta;erma;dea;ante,S anta ND erma DRI dea LIC ante,Santande;ramer;d;ealicante,"Santande, ramer d ealicante"
401,oca;si,CL oca IO si,Clocia;ossi,Clocia ossi
402,sedia;do;in;dita,M E sedia do in A U dita,Mese;di;ado;inaudita,Mese di ado inaudita
403,gru,gru IA,Grui;aia,Grui aia
404,nata;re,CI nata STO re,Cina;tastore,Cina tastore
405,mi;otarie,NE mi otarie CA,Nemio;tarica,Nemio tarica
406,arco;sega,F arco sega IE,Far;cose;gaié,Far cose gaié
407,Varese;con;trina,Varese GA con trina NZA,Vare;segcontrina,Vare segcontrina
408,arco;re;re;avo,F arco R re re L avo CE,Far;correle;la;voce,Far correle la voce
409,alunni;Edipo;agente,C alunni Edipo V ER agente,Calunnie;di;povere;ragente,Calunnie di povere ragente
410,arca;coli;alce;tesi,F arca L coli alce N tesi M O,Far;calcoli;al;centesimo,Far calcoli al centesimo
411,buche;casco;miss,E U buche casco L A miss,Eubuche;scolamissi,Eubuche scolamissi
412,fa;esca;ali,fa R esca N D ali,Fare;scandali,Fare scandali
413,tra;etti;perla;orsi,tra G H etti perla C orsi C A,Trateghet;per;la;corsica,Trateghet per la corsica
414,ginestra;re;ante,AR ginestra re M B ante,Argine;strembante,Argine strembante
415,timone;assi;alianti,CAR timone assi M alianti CHI,Cartimone;assi;m;alani;chi,Cartimone assi m'alani chi
416,Teti;otarie,PA Teti otarie A,Patetio;taria,Patetio taria
417,la;Eva;dita,B la V Eva L I dita,Blave;validità,Blave validità
418,more;iene;Eva;mela;re;onice;ile,LA more V iene Eva C O mela re G onice P R ile,L;amore;viene;e;va;come;la;regonice;p;rile,L'amore viene e va come la regonice p'rile
419,parte;are;antica,parte CiP are A L L antica NTO,Participare;all;antica;noto,Participare all'antica noto
420,west;Cipro;assi,west Cipro assi,Westci;proassi,Westci proassi
421,ambi;lume;sole;ape;lastra,B ambi lume LA sole TT ape R lastra DA,Bambi;lume;lasole;tar;al;lastra,Bambi lume lasole tar al lastra
422,arpa;usa;erma;tine,F arpa usa P erma N tine,Far;pauso;per;manniente,Far pauso per manniente
423,accetta;lane;ori,accetta lane ori,Accettale;neri,Accettale neri
424,storie;con;mici,RI storie con O mici,Ristori;economici,Ristori economici
425,porta;tasca;dente,porta tasca dente,Portata;scadente,Portata scadente
426,picco;ovest;orso,picco L ovest IT OR orso,Piccolo;vestito;rorso,Piccolo vestito rorso
427,Arve;redi,F Arve redi T O,Far;verdedo,Far verdedo
428,ana;con,C ana L con CI,Cana;lontanci,Cana lontanci
429,pie;tea;assi;nate,COP pie T tea PP assi O nate,Copietate;appassionate,Copietate appassionate
430,ali;Ares;atto,R E ali ZZ Ares atto STI,Realizzare;satti;stosti,Realizzare satti stosti
431,magi;Uri;alati,NOR magi Uri DIC alati NA,Norma;giuridica;latina,Norma giuridica latina
432,regge;t;coda;anca;caro;zie,G regge t coda anca P E caro zie,Greggé;tc;odanca;pecarozie,Greggé tc odanca pecarozie
433,valli;azza;ara,C A valli DIR azza ara BA,Cavalli;di;razza;raba,Cavalli di razza raba
434,menta;versi;colli,MO menta NE versi colli NE,Momentane;versicoli,Momentane versicoli
435,astaco;tassa,astaco M P E.t. IT tassa,Astà;competitta,Astà competitta
436,code;lama;arma,S code L lama LG arma,Scollade;malagarmà,Scollade malagarmà
437,leggero;vino,leggero vino SA,Legge;rovinosa,Legge rovinosa
438,su;rema;ami;are,su P rema ZI ami L I T are,Supermazi;amilitare,Supermazi amilitare
439,in;scarpe;santi;tese,in N E scarpe santi R I tese,Innescar;pesante;ritese,Innescar pesante ritese
440,I;redi;ile;ave,I C redi B ile M ave RO,Icredibile;ma;vero,Icredibile ma vero
441,petti;data;chino,petti N E data S chino,Pettene;da;taschino,Pettene da taschino
442,latta;ila;ala,A latta Z ila CIC ala,Al;ata;zila;ci;cala,Al ata zila ci cala
443,Asti;ghiro;Eros,C Asti ghiro V Eros SI,Castighi;roverosi,Castighi roverosi
444,leva;Tren;orso,RI leva N Tren SB orso,Rilevante;rinsorso,Rilevante rinsorso
445,coda;tacco,GIO coda T tacco,Gioco;d;attacco,Gioco d'attacco
446,con;ratto;colletti;odi;avo,con T ratto colletti V odi L avo RO,Contratto;collettivo;di;lavoro,Contratto collettivo di lavoro
447,dea;mina,SE dea M mina,Sede;ammina,Sede ammina
448,spia;Timor,spia G Timor STA,Spigetta;ristà,Spigetta ristà
449,ali;sementi,M ali ZIO sementi,Maliziosi;menti,Maliziosi menti
450,arma;sale,B arma R sale SI,Bar;marasseli,Bar marasseli
451,unte;su;tomi;stola,unte S su tomi stola NA,Un;tessuto;misso;lana,Un tessuto misso lana
452,alta;avi;lenza,alta L L avi O lenza,Al;tal;aviolenza,Al tal aviolenza!
453,Ustica;Ustica;rosi,Ustica S Ustica M B rosi,Usticasi;cambrosi,Usticasi cambrosi
454,amo;leggi;do;nodi;Ino;ante;nere;Adamo;re;est,L amo leggi U N do nodi V Ino D AM ante nere Adamo P re D est O,L;amole;g;in;doni;doniov;in;adamante;nere;adopre,L'amole g in doni doniov in adamante nere adopre D E S S T O
455,vene;ante;duna;sta,P vene N TR ante duna C O sta,Pvene;trantenduna;c;osta;resta,Pvene trantenduna c'osta resta
456,fa;sole,STU fa sole NTE,Stufa;solente,Stufa solente
457,tele;nata;ila;oro,tele F O nata D ila V oro,Telefonata;di;lavoro,Telefonata di lavoro
458,scia;acque;remo;gas,scia L acque TO remo NE gas CO,Sciacquatore;monegasco,Sciacquatore monegasco
459,olive;chiama;otto,M olive C chiama R S otto,Moli;vecchi;a;morsotto,Moli vecchi a morsotto
460,si;si,NA si C A mu si,Nasi;camusi,Nasi camusi
461,velo;ceco;tina,velo ceco tina,Veloce;cotina,Veloce cotina
462,disco;cani,disco R cani S TO,Discorca;nisto,Discorca nisto
463,occhi;odi;tasca,F occhi T odi S tasca,Focchi;distasca,Focchi distasca
464,sol;Edipo;siepi;oli,sol R Edipo E siepi A C E V oli,Soleri;di;ospie;sapoevoli,Soleri di ospie sapoevoli
465,Mag;ambi;ami,Mag ambi L E G ami,Magmabile;gamma,Magmabile gamma
466,peri;usto;ceri;etto,peri L G I usto ceri S P etto,Per;il;giusto;c;è;rispettato,Per il giusto c'è rispettato
467,more;lira;azze,A more VO lira G azze,Amorevoli;ragazze,Amorevoli ragazze
468,radica;allievi;Tell,FIE radica V allievi Tell I,Fiera;di;cavallie;i;violenti,Fiera di cavallie i violenti
469,fieno;taglia,SO fieno TI taglia,Sofie;notaglia,Sofie notaglia
470,tele;Oman;oro,tele C Oman D oro TTO,Telecomando;rotto,Telecomando rotto
471,moro;ara;gazze,TI moro S ara gazze TT A,Timorosa;ragazzetta,Timorosa ragazzetta
472,piedi;ala;Era,piedi RT ala T Era L E,Piedi;ritalare,Piedi ritalare
473,redi;arsi;di;bar,S redi L L arsi di bar,Sredillarsi;dibar,Sredillarsi dibar
474,colo;tennis,colo C O AN tennis,Coloco;annettine,Coloco annettine
475,caccia;ila;ori,PRO caccia R S ila V ori,Procacciarsi;lavori,Procacciarsi lavori
476,sonata;vera;treno,sonata vera L treno IE,Son;ata;vera;lente,Son ata vera lente
477,miss;negra;dio,miss IO negra N dio SA,Missione;grandiosa,Missione grandiosa
478,Ettore;ambi,S Ettore ambi TO,Settore;ambito,Settore ambito
479,arma;Ciad;oli,F arma Ciad EM P oli,Farmacia;d;empioli,Farmacia d'empioli
480,neri;stia;erma,U neri stia FF erma TI,Uneristi;affermati,Uneristi affermati
481,radar;mine,radar I mine S E,Rada;riminese,Rada riminese
482,gazze;redi,RA gazze RI redi,Ragazze;rieredi,Ragazze rieredi
483,leve;Eva;Rodi,leve N Eva RI Rodi E,Le;veni;averodie,Le veni averodie
484,ari;Eros;mento,ari N Eros E NTI mento,Aria;nerose;entimento,Aria nerose entimento
485,lame;arma;lame;tede;orti,lame N T arma lame N tede I T orti,Lamentar;malamente;deti;orti,Lamentar malamente deti orti
486,con;con;area,IN con T RO con V I area,Incontro;convalida,Incontro convalida
487,Ta;stie;radice;est,Ta stie radice L est A,Tastiera;di;celestà,Tastiera di celestà
488,musi;papa;Erie;pere,musi C O papa V Erie P A pere,Musico;papaver;e;ripare,"Musico ""papaver"" e ripare"""
489,mi;liana;tale,mi G liana UT I tale,Miglia;natività,Miglia natività
490,reo;erte;recise,FA reo F F erte P recise,Fare;offerté;precide,Fare offerté precide
491,tesi;cono;oca;cesto,MAS tesi cono L I oca N cesto,Mastesico;no;lio;cancestò,Mastesico no lio cancestò
492,aliante;rea;su;noci;otto,GI aliante rea L su noci NA L otto,Galiani;te;resunazioni,Galiani te resunazioni
493,uscita;mano;taglia,RI uscita M mano T taglia TI,Riuscit;amano;t;tagliatitì,Riuscit amano t tagliatitì
494,neri;tea;rose;re,neri T tea Q U rose E re,Nerite;a;qualoserere,Nerite a qualoserere
495,in;micio;Ra;Ati,in E micio Ra Ati,I;nemici;oratori,I nemici oratori
496,Aggeo;tino,GRI Aggeo FAN tino,Grigge;gofantino,Grigge gofantino
497,assi;cono;Eros;agli;pini;resta,AP P assi S cono L Eros EM agli S pini resta NO,Appassiscono;le;rose;ma;gli;spini;restano,Appassiscono le rose ma gli spini restano
498,pie;ami;are,pie T R ami L I are,Pietra;militare,Pietra militare
499,perso;sole;tee;pero,perso NA sole R tee O pero SA,Persona;solerte;e;operosa,Persona solerte e operosa
500,scodella;scope,scodella NI scope R TI,Scodella;nicospertì,Scodella nicospertì
501,avi;lumi;re,L avi LLE lumi E re,La;villa;lumiere,La villa lumiere
502,rea;scolare;mina,AFO rea TTE scolare CI mina,Aforé;attes;colarecimina,Aforé attes colarecimina
503,tesa;mi;ria,S tesa mi CE ria,Stesami;ceria,Stesami ceria
504,erma;etto;cani,SUP erma RK etto S cani,Supermarke;toscani,Supermarke toscani
505,parte;dita;date,parte N dita T AR date,Partenti;tarate,Partenti tarate
506,vere;timo;liuti,A vere S timo liuti LI,Avere;stimoli;utili,Avere stimoli utili
507,peri;sardi;mento,peri O sardi mento,Perioso;da;rimento,Perioso da rimento
508,tori;aspi;tosa,S tori ELL aspi R I tosa,Storiella;spiritoza,Storiella spiritoza
509,anca;Reno,anca T Reno BA,Anca;treno;b;abba,Anca treno b'abba
510,picco;oca;letto,picco L oca T A letto,Piccolo;cataletto,Piccolo cataletto
511,anaconda;in,T anaconda in I,Tana;con;daini,Tana con daini
512,antares;Anita,PL antares Anita RIO,Plantare;sanitario,Plantare sanitario
513,sci;olivo;tomba,FA sci C olivo tomba SI,Fascicoli;vortambasi,Fascicoli vortambasi
514,dado;fico,CO dado fico I,Coda;d;affico,Coda d'affico
515,piedi;contratti,C O piedi contratti,Coppe;di;contratti,Coppe di contratti
516,anta;chef;anta;mago,F anta STI chef anta S mago RIE,Fantastiche;fantasmagorie,Fantastiche fantasmagorie
517,asta;ananas;rana,L asta NC ananas T rana,La;stanc;anana;strana,La stanc anana strana
518,alone;entusiasmo;sci,C alone L entusiasmo sci TE,Cano;lente;usasci,Cano lente usasci
519,asta;nano;rana,C asta G nano ST rana,Castagna;nostrana,Castagna nostrana
520,voto;timo,PI voto T timo,Pivot;ottimo,Pivot ottimo
521,per;donare;Ra;su,per donare Ra RIIN su TI,Perdonare;Rari;insuetti,Perdonare Rari insuetti
522,arma;lucci,ST arma lucci O,Star;maluccio,Star maluccio
523,nidi;ari,AN nidi SP ari,Anni;dispari,Anni dispari
524,su;odi;toni,su ON odi S toni,Suono;distoni,Suono distoni
525,ori;arra;elmo;lato,FU ori CL arra D elmo NO lato,Fuoricarra;del;monolato,Fuoricarra del monolato
526,retto;avi;si,F retto LOS avi si TA,Frettolos;visita,Frettolos visita
527,Tell;vere;onda,ZI Tell A vere C onda,Zitella;veronconda,Zitella veronconda
528,antico;reti,D antico N SU reti,Dan;tonicurati,Dan tonicurati
529,legge;pera;lama;zio,E legge RE pera C C lama zio NE,Eleggere;per;acclamazione,Eleggere per acclamazione
530,reti;lame;mani,MOS reti lame S mani,Mostre;ti;lamessani,Mostre ti lamessani
531,mesi;mese,NO mesi A mese,Nomes;iamese,Nomes iamese
532,est;sei;dee,est R O sei dee,Estrose;idee,Estrose idee
533,orice;in,AM orice L in,Amori;celin,Amori celin
534,rema,IMPara rema LE,Imparare;male,Imparare male
535,Oscar;Ragusa;ritratti,M Oscar Ragusa NI F ritratti,Morsaragusa;nifratti,Morsaragusa nifratti
536,sci;in;redi;orsi,sci OR in A redi S C orsi,Sciorinare;discorsi,Sciorinare discorsi
537,orma;stie,T orma DiB E stie,Torma;di;bestie,Torma di bestie
538,serio;tuta;Piaggio,AS serio tuta L Piaggio TO,Asserio;tut;alpiggiotto,Asserio tut alpiggiotto
539,arcipelago;redi;ori,R arcipelago redi F AL ori,Raricipela;go;rifalori,Raricipela go rifalori
540,gente;aperta;gente,AR gente RI aperta NT gente,Argenteria;per;tante;gente,Argenteria per tante gente
541,mine;tema;riga;lista,E mine N tema D riga lista,Eminente;margaglia,Eminente margaglia
542,lati;Leda;colo;lepri;maggio,V O lati Leda L colo R A lepri U maggio,Volatile;dal;coloro;leprium,Volatile dal coloro leprium
543,amo;torero,UN amo torero SSA,Una;moto;erosa,Una moto erosa
544,sordi;Renato,E sordi ST Renato,Esordi;strenato,Esordi strenato
545,ore;Leda;si,S ore L Leda NE si,Sorelle;denesi,Sorelle denesi
546,menti;santa;rose,S menti santa M O rose,Smentis;santamore,Smentis santamore
547,nereidi;orsi,T E nereidi S C orsi,Teneri;d;iscorsi,Teneri d iscorsi
548,ami;ora;arti;ante,DIN ami C ora P arti NT ante,Dinamico;rapportante,Dinamico rapportante
549,est;tea;ala,est A tea NO M ala,Estate;anomala,Estate anomala
550,astri;est;cono;mento,PI astri est I cono S CI mento,Piastrie;sti;conoscimento,Piastrie sti conoscimento
551,nero;sano;netta,GE nero nero sano N netta,Genero;eronetna,Genero eronetna
552,la;riso,la riso CIS,L;Ari;socis,L'Ari socis
553,re;nero;remi,T re nero A P remi,Teneroapre;m;ami,Teneroapre mami
554,conte;rea;ali;erta,E conte rea L L ali B erta,Econtre;ale;liberta,Econtre ale liberta
555,sta;su;di;erica,CO sta su di M erica NA,Costa;sudimericana,Costa sudimericana
556,tute;rema;chino,tute LA rema R chino TI,Tutelare;marchi;noti,Tutelare marchi noti
557,Eros;Pi,OP Eros Pi TTA,Operos;pittata,Operos pittata
558,api;nato;eco;iri,R api nato R eco ND iri TO,Rapinatore;conditore,Rapinatore conditore
559,arco;dio,AV arco dio SI,Aver;cod;osi,Aver cod osi
560,Ero;medi;poli,ILV Ero N O medi M poli,Il;vero;nome;di;Mopoli,Il vero nome di Mopoli
561,ari;scuro;sardi,M ari scuro P I sardi,Maris;curopisardi,Maris curopisardi
562,di;arma;est,di S F arma T est,Disfar;mateste,Disfar mateste
563,assi;arsi;stia;lana;nido,L A assi arsi S stia lana SIO nido RO,Lasissi;assister;analisiò;d;oro,Lasissi assister analisiò d'oro
564,avo;pie;mente;etto,L avo RIP pie mente MA S etto,Lavori;piementemasse;tanto,Lavori piementemasse tanto
565,radi;gola;reo,radi gola reo,Radig,Radigolare
566,sedile;iris;tesi,CO sedile iris A P U tesi,Cose;di;lir;isaputesi,Cose di lir isaputesi
567,si;ape;re,si F ape R DI re,Si;fa;per;dire,Si fa per dire
568,orma;Evita,N orma L Evita,Normale;vita,Normale vita
569,fon;unte;Reno,IR fon R E unte R Reno,Irforone;un;terreno,Irforone un terreno
570,lumino;telo;tane,I lumino T telo N tane,Iluminò;tentane,Iluminò tentane
571,musi;cristiani,musi C cristiani O,Musico;c;ristianno,Musico c'ristianno
572,deste;nate,N A deste R O nate,Nad;estreonate,Nad estreonate
573,son;re;magi;goffi;si,son N O re magi goffi S si MO,Sonno;re;magigoffissimo,Sonno re magigoffissimo
574,Rodi;colo;presa,P Rodi GIO colo M presa,Prodigio;colompresa,Prodigio colompresa
575,nativo;dino;mento,U nativo dino U mento,Una;vita;dominoumento,Una vita dominoumento
576,lame;sai;tini,lame S sai N L A tini,La;mesa;in;latini,La mesa in latini
577,naso;rette;tele;Shiva,U naso UB rette tele V I Shiva,Una;sobbrette;televisioni,Una sobbrette televisioni
578,dio;seme;chini,O dio seme S chini T A,Odiosé;menschina,Odiosé menschina
579,man;rete,DO man NTE rete,Domani;nterete,Domani nterete
580,ras;atrio;ali,T ras atrio M UN ali,Trasatrio;monali,Trasatrio monali
581,asse;Adige;tori,asse MB LE Adige NI tori,Assemble;ad;ingenitori,Assemble ad ingenitori
582,giardino;tana,O giardino N tana,Ogia;ridentana,Ogia ridentana
583,code;usti;echi;re,code usti echi re,Codeus;tiche,Codeus tiche
584,podista;tomo;archi,CA podista tomo N archi C O,Capo;di;stato;monarchico,Capo di stato monarchico
585,balle;Sardegna;fette,BI M balle PI Sardegna fette BI,Bimba;le;pesardegna;fette,Bimba le pesardegna fette
586,Ares;in;Ati,D Ares in Ati VI,Dare;sinativi,Dare sinativi
587,ancia;rea;pio,L ancia rea R pio NI,Lancera;ripioni,Lancera ripioni
588,con;mori;zio,con mori TU A zio NI,Comoriti;uazionini,Comoriti uazionini
589,menti;aspo;lati,E LE menti aspo M B lati,Elementi;aspombolati,Elementi aspombolati
590,ossi;sci;banana;olla;Cina,G R ossi P E sci banana TI C olla FIO Cina,Grossi;pesci;bananati;colla;fiocina,Grossi pesci bananati colla fiocina
591,Varese;oste;pie,Varese D oste P pie DI,Varese;destepie,Varese destepie
592,ode;lama;al;ara,M ode L lama l al ara,Modella;malalara,Modella malalara
593,ticinesi,VA ticinesi,Vati;cinese,Vati cinese
594,ari;tori;ari;orti,SC ari tori M ari C C orti,Scaritori;mariccorti,Scaritori mariccorti
595,la;semiti,IMP la semiti CH E,Implasse;mitiche,Implasse mitiche
596,lumi;ile;Ati,VO lumi R ile G Ati,Volumi;rilegati,Volumi rilegati
597,ratto;odi;olla,BA ratto L odi C olla,Barattolo;di;colla,Barattolo di colla
598,magiara,magiara RA,Magia;rara,Magia rara
599,mori;nere;fa;Leda,ME mori nere fa Leda VO,Memorine;refale;d;avo,Memorine refale d'avo
600,nove;ampio,FOR nove NTI ampio,Forno;ventiampo,Forno ventiampo
601,are;redi;Dante,P are redi S COR Dante,Pareder;discordante,Pareder discordante
602,forni;mento;nane,R I forni mento D I S nane,Riformamenti;di;snané,Riformamenti di snané
603,assi;tibia;ovest,F assi tibia NC ovest ITI,Fassi;tibiani;costititi,Fassi tibiani costititi
604,note;le;le,note le le,Note;lele,Note lele
605,est;nodi;ori,C est I nodi FI ori,Cestino;di;fiori,Cestino di fiori
606,balle;colosso;remo,balle R I N colosso NT remo LI,Ballerini;col;sontremoli,Ballerini col sontremoli
607,aci;Era;azza,GR aci L Era G azza,Gracile;ragazza,Gracile ragazza
608,desta;oca,MO desta C oca,Modesta;cosa,Modesta cosa
609,naso;arti;data,U naso MM arti SE data,Una;sommatì;sedata,Una sommatì sedata
610,cola;nere;lise,cola nere lise,Colaner;elise,Colaner elise
611,bursi;echi,M I bursi echi,Miburs;iechi,Miburs iechi
612,pani;mine,CAM pani mine SI,Campani;m;inesimi,Campani m inesimi
613,Oglio;Venere,GUS Oglio LI Venere,Gusto;glioli;venere,Gusto glioli venere
614,rive;rema;chine,rive N D E rema C chine,Rivendere;macchine,Rivendere macchine
615,ave;oche;liane,BR ave C U oche E MI liane,Brave;cuoco;chefliane,Brave cuoco chefliane
616,li;mesti,li D O mesti C I,L;idòm;estesci,Lidòmestoci
617,lama;rete,lama M rete STRA,La;marea;testra,La marea testra
618,colori;ratto,P I C colori T ratto,Piccolo;ritatto,Piccolo ritatto
619,anca;cuna;costa,S T anca Z cuna S costa,Stancacuna;uscosta,Stancacuna uscosta
620,chef;radici,O chef radici E,Oche;faradici,Oche faradici
621,cari;fichi,R I cari fichi R,Ricarifichi;dir,Ricarifichi dir
622,redi;redi;pini,P redi redi S P I pini,Predire;dispini,Predire dispini
623,ode;retti,M ode M A retti,Modem;a;retti,Modem a retti
